-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 01/01/2023 
Location: Latitude  -0.735   Longitude -0.7906 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS50M                   MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX               MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,PS,WS10M,WS10M_MAX,WS50M,WS50M_MAX
2021,6,27,5.17,5.8,0.56,415.75,100.97,112.41,12.93,0.37,1.91,4.36,101.22,4.93,6.31,5.32,6.89
2021,6,28,4.03,5.67,0.44,411.53,79.76,109.23,10.32,0.3,1.51,5.16,101.39,5.91,6.65,6.48,7.35
2021,6,29,5.57,5.75,0.61,396.41,105.95,108.91,13.09,0.38,1.94,5.02,101.48,5.7,6.49,6.17,7.09
2021,6,30,5.86,5.97,0.64,396.72,112.72,114.54,14.17,0.4,2.09,5.22,101.5,5.95,6.47,6.45,7.05
2021,7,1,4.43,5.87,0.48,418.42,87.59,113.52,11.36,0.33,1.7,5.2,101.47,5.94,6.87,6.46,7.52
2021,7,2,5.26,5.97,0.57,416.76,103.74,116.06,13.3,0.37,1.88,5.27,101.42,6.04,6.55,6.6,7.18
2021,7,3,4.56,5.99,0.49,414.4,90.27,116.07,11.82,0.34,1.72,4.92,101.46,5.62,6.23,6.13,6.83
2021,7,4,4.94,5.85,0.54,416.35,97.41,113.49,12.54,0.36,1.87,4.41,101.54,4.98,5.56,5.35,6.02
2021,7,5,3.75,6.06,0.41,412.7,75.81,117.15,10.31,0.3,1.55,4.57,101.56,5.16,5.76,5.54,6.2
2021,7,6,5.72,5.92,0.62,393.46,110.37,113.93,13.77,0.39,-999.0,3.77,101.46,4.23,5.09,4.5,5.51
2021,7,7,6.0,6.05,0.65,401.38,115.8,116.55,14.59,0.42,2.22,4.65,101.38,5.28,6.04,5.73,6.64
2021,7,8,5.81,6.26,0.62,402.98,112.91,120.52,14.56,0.41,2.15,5.91,101.49,6.81,7.58,7.52,8.43
2021,7,9,6.29,6.31,0.68,381.18,120.55,120.49,15.25,0.41,2.15,5.58,101.5,6.38,6.94,6.99,7.62
2021,7,10,6.16,6.26,0.66,379.09,117.77,119.16,14.86,0.41,2.09,4.45,101.44,5.02,5.99,5.42,6.52
2021,7,11,5.84,6.2,0.63,385.51,111.99,117.91,14.1,0.38,1.94,3.27,101.53,3.61,4.49,3.81,4.79
2021,7,12,5.65,5.98,0.61,400.93,108.31,113.7,13.63,0.39,2.06,4.58,101.56,5.19,5.94,5.61,6.47
2021,7,13,5.84,6.03,0.62,396.15,111.05,113.99,13.87,0.4,2.07,5.09,101.48,5.8,6.26,6.33,6.84
2021,7,14,5.76,6.09,0.62,392.78,109.4,114.72,13.76,0.39,2.03,4.68,101.4,5.29,5.92,5.7,6.41
2021,7,15,6.17,6.23,0.66,390.34,117.28,118.02,14.71,0.41,2.12,4.55,101.35,5.12,5.4,5.48,5.8
2021,7,16,5.5,6.29,0.59,393.61,106.62,120.65,13.78,0.4,2.02,5.03,101.43,5.72,6.37,6.17,6.96
2021,7,17,5.81,6.29,0.62,388.05,111.34,119.21,14.2,0.39,2.02,5.09,101.44,5.77,6.52,6.23,7.08
2021,7,18,5.83,6.05,0.62,381.73,110.48,114.09,13.77,0.38,2.0,3.5,101.51,3.85,4.82,4.06,5.12
2021,7,19,5.94,6.07,0.63,381.23,112.55,114.51,14.13,0.41,2.15,4.09,101.48,4.59,5.09,4.91,5.45
2021,7,20,6.06,6.3,0.65,383.89,115.64,119.49,14.69,0.41,2.18,4.42,101.53,4.98,6.09,5.36,6.66
2021,7,21,6.03,6.55,0.64,386.39,115.4,123.95,14.92,0.42,2.18,4.74,101.73,5.34,6.03,5.72,6.51
2021,7,22,6.09,6.48,0.65,389.86,117.22,123.38,15.08,0.42,2.18,3.96,101.76,4.38,4.87,4.58,5.12
2021,7,23,6.0,6.44,0.63,391.64,115.31,122.32,14.82,0.41,2.11,3.87,101.62,4.25,4.66,4.45,4.91
2021,7,24,6.35,6.45,0.67,368.44,119.12,120.31,14.98,0.41,2.16,3.74,101.53,4.09,4.66,4.28,4.9
2021,7,25,5.84,6.05,0.62,381.7,109.55,112.91,13.48,0.38,1.98,3.32,101.52,3.62,4.45,3.78,4.7
2021,7,26,5.64,5.95,0.59,392.93,106.59,111.46,13.19,0.38,1.97,4.86,101.48,5.46,6.2,5.84,6.69
2021,7,27,5.29,5.87,0.55,396.01,101.16,110.59,12.57,0.37,1.91,4.42,101.39,4.95,6.16,5.27,6.62
2021,7,28,5.54,6.09,0.59,400.88,106.81,115.78,13.34,0.4,2.06,4.41,101.36,4.94,5.57,5.26,5.98
2021,7,29,6.14,6.39,0.65,399.52,118.49,122.38,15.0,0.45,2.34,3.91,101.42,4.34,5.33,4.59,5.68
2021,7,30,5.76,6.39,0.6,398.8,112.21,122.66,14.32,0.43,2.24,4.21,101.48,4.73,5.45,5.07,5.91
2021,7,31,6.11,6.37,0.64,397.66,117.56,121.58,14.8,0.44,2.34,4.55,101.54,5.13,5.71,5.5,6.15
2021,8,1,6.22,6.36,0.65,391.01,117.59,119.45,14.62,0.42,2.22,3.67,101.63,4.07,5.07,4.31,5.41
2021,8,2,5.91,6.02,0.62,390.65,110.49,111.97,13.38,0.38,1.97,2.29,101.59,2.46,3.46,2.53,3.62
2021,8,3,4.58,5.54,0.48,406.05,85.88,102.03,10.05,0.27,1.39,2.86,101.52,3.12,4.16,3.23,4.38
2021,8,4,4.84,5.69,0.5,407.05,92.53,106.66,11.02,0.31,-999.0,4.78,101.58,5.43,6.16,5.85,6.7
2021,8,5,5.72,5.91,0.59,400.59,108.11,111.0,13.14,0.37,1.95,3.97,101.66,4.45,5.89,4.76,6.39
2021,8,6,4.64,5.73,0.48,402.96,88.55,106.63,10.64,0.3,1.59,2.38,101.62,2.57,3.88,2.66,4.09
2021,8,7,3.62,5.67,0.38,424.95,72.23,106.95,9.02,0.27,1.39,3.73,101.61,4.16,5.13,4.4,5.5
2021,8,8,4.98,6.19,0.52,422.55,98.53,119.45,12.7,0.39,2.01,4.94,101.6,5.59,7.13,6.0,7.77
2021,8,9,5.58,6.37,0.58,412.64,108.94,122.29,13.95,0.41,2.12,5.27,101.56,5.98,7.05,6.45,7.66
2021,8,10,5.49,6.45,0.56,412.88,107.29,123.46,13.88,0.41,2.16,4.16,101.5,4.62,5.26,4.88,5.59
2021,8,11,5.87,6.62,0.6,404.48,114.35,126.63,14.79,0.42,2.2,4.32,101.43,4.82,5.34,5.08,5.64
2021,8,12,6.31,6.62,0.65,390.25,121.3,125.77,15.5,0.45,2.34,4.52,101.44,5.04,5.28,5.34,5.59
2021,8,13,5.65,6.71,0.58,397.86,110.56,127.86,14.48,0.44,2.3,3.53,101.5,3.87,4.98,4.05,5.27
2021,8,14,6.46,6.62,0.66,379.17,123.52,125.33,15.59,0.45,2.36,2.73,101.38,2.95,3.34,3.04,3.45
2021,8,15,6.61,6.79,0.67,381.54,127.08,129.18,16.24,0.48,2.52,2.5,101.29,2.7,3.38,2.78,3.52
2021,8,16,6.4,6.72,0.65,383.15,122.48,127.21,15.59,0.47,2.52,2.48,101.37,2.69,3.61,2.77,3.76
2021,8,17,5.89,6.61,0.6,382.45,112.35,123.8,14.29,0.43,2.24,3.41,101.46,3.73,4.52,3.91,4.77
2021,8,18,5.82,6.03,0.59,387.57,109.01,112.16,13.38,0.39,2.08,2.44,101.48,2.62,3.74,2.73,3.91
2021,8,19,3.38,5.52,0.34,414.64,65.74,101.26,7.98,0.23,1.17,2.72,101.38,2.97,5.02,3.09,5.34
2021,8,20,4.09,6.11,0.41,424.35,81.3,115.4,10.43,0.31,1.59,4.89,101.31,5.52,6.71,5.92,7.28
2021,8,21,5.58,6.35,0.56,414.87,108.6,121.28,13.83,0.4,2.1,5.73,101.26,6.56,7.0,7.12,7.62
2021,8,22,5.25,6.5,0.53,408.92,103.7,124.46,13.37,0.39,2.05,3.97,101.17,4.43,5.94,4.68,6.38
2021,8,23,6.47,6.79,0.65,401.97,126.12,130.51,16.32,0.48,2.48,3.12,101.13,3.45,4.66,3.61,4.97
2021,8,24,6.0,6.72,0.6,403.29,118.29,129.93,15.52,0.47,2.5,5.31,101.12,6.09,6.62,6.63,7.26
2021,8,25,5.29,6.9,0.53,413.29,105.99,132.94,14.19,0.42,-999.0,5.39,101.06,6.23,7.12,6.86,7.87
2021,8,26,6.18,6.71,0.62,405.98,121.66,129.55,15.66,0.45,2.37,4.64,101.21,5.32,7.02,5.83,7.77
2021,8,27,4.23,6.27,0.42,413.3,84.78,118.82,10.88,0.32,1.66,4.38,101.39,4.99,5.56,5.42,6.05
2021,8,28,5.28,6.48,0.52,406.14,103.71,123.95,13.27,0.4,2.06,4.34,101.39,4.92,5.33,5.28,5.73
2021,8,29,5.15,6.85,0.52,406.26,103.73,132.86,13.91,0.44,2.29,5.16,101.22,5.9,6.52,6.39,7.1
2021,8,30,6.2,6.9,0.62,403.92,122.48,133.27,16.05,0.49,2.62,4.02,101.13,4.52,5.98,4.82,6.46
2021,8,31,5.94,6.78,0.59,407.05,117.4,130.55,15.25,0.46,2.45,2.88,101.21,3.17,4.53,3.32,4.8
2021,9,1,5.71,6.87,0.56,407.24,114.52,133.58,15.16,0.45,2.37,4.22,101.27,4.73,5.95,5.02,6.42
2021,9,2,4.71,6.36,0.47,417.3,93.56,121.42,12.04,0.36,1.88,5.82,101.3,6.68,7.38,7.27,8.09
2021,9,3,5.06,6.42,0.5,418.7,99.62,121.58,12.64,0.38,1.98,5.01,101.32,5.67,7.94,6.12,8.73
2021,9,4,4.61,6.5,0.45,409.64,91.81,123.68,11.84,0.36,1.87,4.42,101.33,4.94,5.52,5.23,5.88
2021,9,5,5.72,6.35,0.56,397.99,110.77,120.29,13.67,0.41,2.17,3.96,101.42,4.39,4.71,4.61,4.97
2021,9,6,4.86,6.55,0.48,420.88,97.08,125.51,12.7,0.39,2.05,3.5,101.38,3.86,4.47,4.02,4.7
2021,9,7,5.11,6.62,0.5,420.46,101.8,126.88,13.2,0.4,2.11,3.2,101.29,3.51,3.96,3.66,4.18
2021,9,8,5.46,6.49,0.54,418.09,107.35,123.68,13.55,0.41,2.22,3.92,101.25,4.36,4.97,4.61,5.29
2021,9,9,5.41,6.69,0.53,410.63,107.16,128.12,13.76,0.41,2.16,4.23,101.24,4.74,5.7,5.05,6.12
2021,9,10,6.1,6.78,0.6,408.72,120.34,130.41,15.44,0.46,2.43,3.27,101.37,3.62,5.8,3.8,6.23
2021,9,11,4.54,6.88,0.45,418.41,92.71,133.87,12.71,0.4,2.1,3.15,101.43,3.49,5.45,3.68,5.84
2021,9,12,4.2,6.45,0.41,425.47,85.32,123.47,11.12,0.34,1.74,4.97,101.37,5.65,6.09,6.08,6.62
2021,9,13,5.07,6.52,0.49,417.16,101.37,125.14,13.01,0.4,2.12,4.62,101.28,5.25,6.56,5.68,7.16
2021,9,14,5.13,6.62,0.5,415.3,102.7,127.88,13.45,0.41,2.13,5.15,101.21,5.89,6.56,6.38,7.18
2021,9,15,5.95,6.66,0.58,406.79,116.73,127.81,14.99,0.44,2.3,3.83,101.36,4.26,5.95,4.5,6.39
2021,9,16,6.13,7.02,0.59,417.55,122.99,136.98,16.23,0.48,2.55,1.9,101.41,2.05,3.97,2.14,4.21
2021,9,17,3.99,6.82,0.39,426.39,82.04,131.82,11.18,0.35,1.85,3.16,101.37,3.52,5.31,3.72,5.73
2021,9,18,6.28,6.92,0.61,408.1,124.41,133.89,16.16,0.5,2.68,4.73,101.29,5.38,6.04,5.83,6.6
2021,9,19,4.59,6.64,0.45,418.71,92.73,127.03,12.09,0.37,1.9,4.2,101.25,4.74,5.21,5.09,5.63
2021,9,20,5.1,6.83,0.49,418.62,102.73,131.3,13.48,0.4,2.06,3.42,101.27,3.8,5.14,3.99,5.48
2021,9,21,5.79,7.02,0.56,419.2,116.28,137.0,15.48,0.46,2.42,4.4,101.27,4.94,5.46,5.24,5.84
2021,9,22,5.86,6.98,0.57,414.0,117.62,135.79,15.53,0.46,2.41,3.98,101.23,4.44,5.54,4.68,5.92
2021,9,23,4.78,6.72,0.46,407.71,95.59,128.15,12.44,0.38,1.96,3.41,101.23,3.77,4.41,3.95,4.67
2021,9,24,6.28,6.83,0.61,409.14,122.65,130.74,15.58,0.45,2.41,3.23,101.32,3.57,5.2,3.74,5.55
2021,9,25,6.35,7.09,0.62,412.39,126.78,138.09,16.62,0.5,2.66,4.52,101.32,5.1,5.95,5.48,6.45
2021,9,26,6.41,7.12,0.62,407.35,127.6,138.84,16.7,0.51,2.68,4.09,101.3,4.6,5.66,4.92,6.11
2021,9,27,5.93,7.04,0.57,411.76,118.63,136.71,15.66,0.48,2.53,4.38,101.26,4.94,5.48,5.3,5.91
2021,9,28,5.26,7.03,0.51,423.29,106.06,136.61,14.35,0.45,2.35,4.78,101.15,5.39,5.77,5.76,6.18
2021,9,29,6.16,7.23,0.59,417.84,124.16,141.5,16.66,0.5,2.64,4.87,101.16,5.51,6.08,5.91,6.56
2021,9,30,5.24,7.24,0.51,414.27,106.96,142.2,14.67,0.45,2.32,4.08,101.22,4.56,5.04,4.86,5.41
2021,10,1,6.25,7.23,0.6,410.12,125.3,141.51,16.74,0.51,2.71,4.67,101.27,5.29,5.98,5.7,6.48
2021,10,2,5.97,7.22,0.58,414.01,119.82,140.6,16.05,0.5,2.66,4.77,101.2,5.41,6.2,5.82,6.7
2021,10,3,6.76,7.32,0.65,404.52,134.92,142.85,17.73,0.53,2.83,3.79,101.17,4.21,4.54,4.42,4.8
2021,10,4,5.34,7.3,0.52,429.88,108.67,142.73,15.02,0.46,2.45,4.39,101.15,4.94,6.16,5.27,6.67
2021,10,5,5.41,7.22,0.52,426.23,110.21,141.45,15.15,0.47,2.47,5.57,101.18,6.38,6.66,6.92,7.26
2021,10,6,6.38,7.16,0.62,419.42,126.8,139.27,16.71,0.52,2.71,5.25,101.2,5.98,6.41,6.45,6.94
2021,10,7,6.38,7.25,0.62,403.59,126.2,140.34,16.68,0.51,2.65,4.52,101.11,5.09,5.76,5.45,6.21
2021,10,8,5.84,7.18,0.56,424.36,117.34,140.17,15.88,0.49,2.62,3.87,101.02,4.33,5.29,4.6,5.66
2021,10,9,5.37,7.04,0.52,434.34,108.74,137.73,14.7,0.44,2.27,4.99,101.15,5.68,6.61,6.12,7.19
2021,10,10,3.3,6.83,0.32,425.98,69.12,132.73,9.74,0.3,1.55,4.48,101.19,5.05,7.05,5.43,7.68
2021,10,11,6.28,6.9,0.61,417.64,125.34,134.86,16.22,0.49,2.63,3.27,101.2,3.61,4.61,3.79,4.9
2021,10,12,6.43,7.09,0.62,428.17,128.3,139.66,16.8,0.52,-999.0,3.2,101.19,3.53,4.3,3.71,4.57
2021,10,13,5.54,7.01,0.53,430.69,111.75,137.14,14.96,0.46,2.42,4.38,101.16,4.94,5.91,5.27,6.35
2021,10,14,5.9,6.8,0.57,424.59,117.23,131.95,15.16,0.45,2.38,4.19,101.17,4.7,6.08,5.0,6.54
2021,10,15,6.38,7.05,0.62,416.63,127.3,137.7,16.65,0.49,2.56,3.91,101.13,4.38,5.08,4.65,5.43
2021,10,16,6.3,7.23,0.61,419.27,126.73,142.2,16.97,0.51,2.66,4.89,101.12,5.52,6.25,5.92,6.75
2021,10,17,6.16,7.23,0.59,421.55,123.61,141.58,16.62,0.5,2.62,4.72,101.11,5.31,6.05,5.67,6.51
2021,10,18,6.21,7.21,0.6,418.59,124.2,140.8,16.62,0.51,2.66,5.2,101.19,5.9,6.25,6.35,6.74
2021,10,19,5.39,7.14,0.52,417.05,108.51,138.8,14.62,0.43,2.19,4.73,101.26,5.34,6.63,5.72,7.16
2021,10,20,5.43,7.06,0.52,416.59,107.91,136.16,14.55,0.44,2.27,3.67,101.29,4.07,5.67,4.27,6.05
2021,10,21,6.99,7.24,0.68,410.48,138.0,141.07,18.02,0.52,2.73,4.52,101.28,5.06,5.93,5.37,6.34
2021,10,22,4.36,7.21,0.42,422.12,90.01,142.23,12.89,0.4,2.07,5.17,101.3,5.86,6.09,6.29,6.56
2021,10,23,5.98,7.25,0.58,420.73,119.89,141.7,16.2,0.49,2.56,5.4,101.31,6.14,7.3,6.62,7.98
2021,10,24,6.31,7.21,0.61,407.62,124.91,139.54,16.59,0.51,2.66,3.24,101.33,3.55,4.75,3.74,5.03
2021,10,25,5.1,7.19,0.49,431.16,104.59,141.33,14.65,0.47,2.42,2.6,101.35,2.86,5.05,3.0,5.41
2021,10,26,4.84,6.99,0.47,425.27,98.78,137.34,13.61,0.41,2.16,4.58,101.28,5.19,6.13,5.59,6.65
2021,10,27,5.36,7.17,0.52,428.6,109.44,141.55,15.13,0.48,2.55,5.88,101.23,6.77,7.18,7.41,7.91
2021,10,28,5.93,7.25,0.58,429.66,120.16,143.12,16.38,0.5,2.59,5.36,101.14,6.13,7.2,6.68,7.91
2021,10,29,6.41,7.18,0.62,420.94,128.86,141.72,17.3,0.52,2.74,4.47,101.11,5.02,5.61,5.38,6.02
2021,10,30,5.89,7.13,0.57,424.8,119.07,141.12,16.06,0.48,2.51,3.61,101.18,4.01,4.63,4.23,4.93
2021,10,31,3.41,6.93,0.34,424.92,72.14,136.09,10.5,0.33,1.69,4.51,101.33,5.05,6.13,5.39,6.62
2021,11,1,3.6,6.86,0.35,423.55,75.27,133.95,10.77,0.34,1.7,4.78,101.38,5.38,6.14,5.77,6.63
2021,11,2,3.68,6.9,0.36,416.01,76.94,135.48,11.02,0.34,1.73,2.37,101.29,2.57,4.3,2.7,4.57
2021,11,3,4.6,7.1,0.45,419.23,95.08,140.09,13.3,0.41,2.08,3.34,101.2,3.67,4.89,3.88,5.23
2021,11,4,5.59,7.14,0.55,423.98,113.08,140.84,15.38,0.47,2.45,4.45,101.12,5.0,5.95,5.37,6.44
2021,11,5,6.14,7.12,0.6,425.55,123.44,140.31,16.57,0.5,2.65,4.73,101.12,5.34,6.34,5.73,6.85
2021,11,6,5.99,7.1,0.59,424.53,120.59,139.84,16.23,0.49,2.55,4.82,101.03,5.46,5.91,5.87,6.4
2021,11,7,5.6,7.14,0.55,426.66,113.82,141.05,15.6,0.47,2.42,4.88,100.98,5.53,6.2,5.95,6.69
2021,11,8,5.56,7.1,0.55,428.14,112.61,139.98,15.38,0.48,2.5,4.5,100.94,5.08,5.8,5.44,6.23
2021,11,9,5.85,7.1,0.58,430.6,118.01,140.24,16.04,0.5,2.62,4.85,101.01,5.52,5.97,5.95,6.48
2021,11,10,5.76,7.01,0.56,426.66,116.02,138.64,15.62,0.48,2.51,4.61,101.08,5.23,5.93,5.63,6.41
2021,11,11,5.1,6.96,0.5,424.23,103.65,137.17,14.22,0.44,2.25,3.23,101.1,3.58,3.95,3.77,4.18
2021,11,12,5.76,6.89,0.57,420.71,115.45,135.98,15.41,0.47,2.41,3.45,100.98,3.83,4.5,4.04,4.8
2021,11,13,6.13,6.94,0.6,426.01,122.88,137.16,16.29,0.48,2.51,4.0,100.95,4.48,4.82,4.77,5.16
2021,11,14,4.24,6.95,0.42,430.09,87.87,137.38,12.34,0.38,1.94,4.39,101.1,4.95,5.45,5.3,5.88
2021,11,15,5.13,6.82,0.51,427.56,103.86,134.33,14.12,0.41,2.13,4.12,101.15,4.62,5.73,4.95,6.22
2021,11,16,4.57,6.84,0.45,426.56,93.02,134.81,12.53,0.37,1.88,4.27,101.06,4.77,5.82,5.1,6.27
2021,11,17,3.18,6.8,0.31,432.49,67.63,133.64,9.81,0.3,1.51,4.07,100.99,4.53,5.31,4.81,5.68
2021,11,18,3.89,6.85,0.38,434.45,80.75,135.1,11.49,0.36,1.83,4.32,101.03,4.86,5.77,5.2,6.2
2021,11,19,6.0,6.68,0.59,423.07,119.16,131.01,15.49,0.45,2.32,4.63,101.06,5.25,6.21,5.68,6.75
2021,11,20,5.69,6.73,0.56,423.09,113.95,132.24,15.01,0.45,2.29,4.6,100.97,5.19,5.55,5.59,5.98
2021,11,21,5.67,6.74,0.56,424.69,113.21,132.12,14.9,0.45,2.34,4.83,100.93,5.47,6.12,5.88,6.61
2021,11,22,5.48,6.8,0.55,434.17,110.21,134.17,14.75,0.45,2.34,4.62,101.05,5.22,5.77,5.61,6.23
2021,11,23,6.01,6.73,0.6,429.33,119.73,132.21,15.68,0.47,2.45,4.12,101.17,4.63,4.92,4.96,5.3
2021,11,24,6.12,6.66,0.61,424.69,121.33,130.63,15.66,0.46,2.41,4.31,101.1,4.87,5.5,5.24,5.99
2021,11,25,5.68,6.63,0.56,424.88,112.62,129.46,14.74,0.44,2.29,4.34,101.0,4.91,5.48,5.28,5.93
2021,11,26,6.17,6.73,0.62,421.35,122.55,132.17,15.94,0.46,2.44,5.02,101.07,5.7,6.16,6.16,6.73
2021,11,27,5.62,6.66,0.56,425.09,112.35,130.63,14.64,0.44,2.26,4.92,101.07,5.6,6.15,6.07,6.69
2021,11,28,4.32,6.66,0.43,431.95,88.41,130.64,12.02,0.36,1.83,4.96,101.09,5.65,6.18,6.13,6.77
2021,11,29,4.28,6.64,0.43,427.74,87.62,130.19,11.99,0.38,1.9,4.66,101.11,5.28,6.07,5.72,6.6
2021,11,30,6.09,6.54,0.61,420.25,120.12,127.8,15.41,0.45,2.41,4.02,101.1,4.52,5.38,4.85,5.81
2021,12,1,5.79,6.58,0.58,425.37,115.11,129.02,14.91,0.44,2.32,4.34,101.04,4.91,6.15,5.3,6.76
2021,12,2,5.05,6.56,0.51,423.8,101.34,128.55,13.41,0.4,2.05,4.29,100.96,4.85,5.65,5.23,6.15
2021,12,3,6.03,6.66,0.6,421.4,119.91,131.06,15.59,0.47,2.48,4.55,101.01,5.17,5.98,5.59,6.54
2021,12,4,5.96,6.71,0.6,418.64,118.66,132.05,15.5,0.45,2.38,5.1,101.08,5.81,6.2,6.3,6.76
2021,12,5,6.01,6.7,0.6,423.7,119.41,131.49,15.62,0.45,2.39,4.91,101.12,5.57,6.2,6.01,6.71
2021,12,6,2.66,6.53,0.27,432.71,56.57,128.15,8.23,0.26,1.32,5.11,101.18,5.81,6.41,6.27,6.99
2021,12,7,5.15,6.38,0.52,425.34,102.38,124.2,13.31,0.39,2.05,4.48,101.14,5.05,6.2,5.45,6.8
2021,12,8,6.0,6.37,0.6,422.54,117.9,124.05,14.96,0.44,2.33,4.79,101.16,5.46,6.05,5.96,6.6
2021,12,9,5.42,6.7,0.55,419.96,108.59,131.59,14.46,0.42,2.19,5.0,100.96,5.76,6.19,6.38,6.91
2021,12,10,6.21,6.56,0.62,413.1,122.39,128.69,15.55,0.45,-999.0,4.26,100.89,4.87,5.5,5.34,6.08
2021,12,11,6.19,6.47,0.62,421.85,121.6,126.35,15.51,0.45,2.35,3.05,100.88,3.39,3.99,3.62,4.31
2021,12,12,2.63,6.46,0.27,428.13,56.26,126.31,8.05,0.24,1.23,3.59,100.97,4.02,4.37,4.32,4.76
2021,12,13,3.97,6.27,0.4,427.34,80.9,122.27,10.83,0.34,1.7,3.77,100.99,4.28,5.22,4.67,5.77
2021,12,14,6.02,6.35,0.61,416.36,117.72,123.4,14.81,0.43,2.28,3.74,100.91,4.21,4.58,4.55,4.95
2021,12,15,5.66,6.39,0.57,414.87,111.39,124.13,14.24,0.41,2.09,3.56,100.91,3.99,4.6,4.27,4.96
2021,12,16,5.28,6.36,0.53,423.2,104.55,123.73,13.55,0.4,2.05,2.38,101.04,2.59,5.05,2.7,5.39
2021,12,17,5.73,6.39,0.58,419.44,113.15,124.7,14.5,0.43,2.24,4.4,101.12,4.91,5.45,5.21,5.77
2021,12,18,6.06,6.35,0.61,412.12,118.84,123.7,15.03,0.45,2.33,3.31,101.05,3.65,4.19,3.87,4.48
2021,12,19,3.78,6.11,0.38,429.62,76.7,118.09,10.06,0.3,1.56,2.95,101.02,3.23,4.69,3.44,5.03
2021,12,20,1.3,5.98,0.13,432.58,28.7,115.8,3.98,0.12,0.61,3.16,101.01,3.48,4.84,3.7,5.24
2021,12,21,2.85,6.37,0.29,430.36,60.54,124.53,8.59,0.27,1.36,2.53,101.07,2.76,4.04,2.91,4.32
2021,12,22,2.1,6.4,0.21,428.34,45.5,124.93,6.58,0.2,1.03,1.49,101.14,1.59,3.29,1.64,3.44
2021,12,23,3.26,6.4,0.33,425.3,67.98,124.84,9.42,0.29,1.48,3.19,101.06,3.5,5.15,3.66,5.49
2021,12,24,4.91,6.27,0.49,422.7,97.58,121.67,12.59,0.38,1.95,4.67,100.98,5.25,6.2,5.62,6.62
2021,12,25,6.02,6.36,0.61,420.63,118.48,124.21,15.07,0.43,2.25,3.05,101.03,3.37,4.55,3.59,4.9
2021,12,26,2.08,6.36,0.21,422.24,44.76,123.9,6.41,0.2,0.98,2.38,101.08,2.57,4.27,2.69,4.54
2021,12,27,4.4,6.41,0.45,421.77,89.27,124.84,11.9,0.37,1.87,3.88,101.1,4.32,5.13,4.62,5.54
2021,12,28,3.08,6.28,0.31,422.61,64.3,122.01,8.83,0.27,1.34,3.28,101.19,3.61,4.71,3.83,5.05
2021,12,29,3.65,6.58,0.37,423.91,75.87,129.02,10.62,0.33,1.68,4.02,101.13,4.51,5.52,4.85,6.02
2021,12,30,6.47,6.5,0.65,401.19,126.22,126.54,15.99,0.47,2.51,3.58,101.06,3.98,4.55,4.25,4.85
2021,12,31,6.54,6.73,0.66,406.95,128.91,131.77,16.54,0.48,2.52,4.65,101.12,5.24,5.57,5.65,6.02
2022,1,1,6.28,6.57,0.63,410.3,123.53,128.37,16.02,0.48,2.57,4.12,101.07,4.59,5.05,4.92,5.45
2022,1,2,5.04,6.78,0.51,425.81,101.88,133.57,13.88,0.41,2.14,3.41,101.03,3.78,4.3,4.02,4.59
2022,1,3,4.47,6.51,0.45,425.05,90.55,127.26,12.2,0.38,1.91,3.38,101.05,3.73,4.19,3.96,4.46
2022,1,4,4.7,6.38,0.47,421.17,94.25,124.29,12.35,0.38,1.92,3.36,101.12,3.72,4.98,3.94,5.34
2022,1,5,6.39,6.58,0.64,409.48,125.38,128.36,15.91,0.45,2.35,3.31,101.03,3.64,4.23,3.84,4.49
